id,spoken_words,word_count
17055,oh yeah thought bet right,10
17056,yeah hand bought soccer team hungarias eh,21
17057,test test,2
17058,gee sorry man,4
17059,huh,1
17060,frisbee,3
17061,frisbee,1
17062,guys wonder mind recording couple promos,14
17063,like,3
17064,maybe rocks like bill marty kbbl,12
17065,know,7
17066,somebody rocks good,8
17067,better mean want look stupid,10
17068,okay respect,5
17069,rock doodle listening bill marty,9
17070,yeah sure,2
17071,good yeah,3
17072,,
17073,tap tap tap tap tap tap,6
17074,looked puddles water freakin stage,14
17137,said slag,4
17076,yeah rock concert bleedin splish splash,13
17077,,
17078,ladies gentlemen boys girls duff beer association laramie cigarettes proud welcome spinal tap,19
17079,children grew fast,8
17080,dust future past,8
17081,raise voices crying heaven,10
17082,voices break like wind,13
17083,medium setting,2
17084,,
17085,,
17086,thank,2
17087,riiiight morning driving route,10
17088,miles house,7
17089,thought knew rock shelbyville,10
17090,rocks like springfield,4
17091,silly twit big oxygen pump supposed devil,21
17092,filled air evil impressive,9
17093,salute half inflated dark lord,7
17094,people think members spinal tap wrong,14
17095,turn house lights cue turn house lights tell audience sixth member freakin group,32
17096,trying tiny thrill gray little lives oh forget turn lasers,20
17097,aagh vision,3
17098,,4
17099,goodnight springton encores,7
17100,minutes,7
17101,gyp,3
17102,gnarly man,3
17103,wanna trash stage,4
17104,okay,1
17105,,
17138,cool,1
17139,,
17140,knock,3
17106,little spanish flea record star thought heard singers like beatles chipmunks seen tv little spanish flea hid inside dog,38
17107,,
17108,,
17109,tonight city weeps time hockey arena scene violence concert spinal tap,24
17110,hmmm hope poor little baby okay,8
17111,,3
17112,,
17113,course wrong suggest sort mayhem began rock roll riots premiere mozart magic flute answer ban music reporter opinion answer sadly yes,47
17114,hi mom,2
17115,oh oh thank god,4
17116,mom want rock star,8
17117,discuss later milhouse okay,7
17118,right,4
17119,,
17120,help help,2
17121,,
17122,homer thinking bart said interested musician maybe buy guitar,23
17123,waste money guitar,11
17124,meant real guitar,5
17125,real,3
17126,wow,1
17127,came free instruction book,8
17128,boy spent lot money better real good real fast pow,18
17129,homer,1
17130,hey thought supposed encourage,9
17131,like play latest chart topper called fans stupid pigs,14
17132,,
17133,,
17134,bart got,6
17135,slag,2
17136,changed man music,10
17143,jammin,5
17144,,
17145,hey simpson trying play,8
17146,polly wolly doodle,3
17147,oh yeah sounds polly wolly crappy haw haw burn,11
17148,hey cherry axe bart dude,4
17149,think broken,4
17150,oh,5
17151,know played guitar otto man,8
17152,hey high school old man said wasting time,23
17153,like slow things little bit,10
17154,leave tomorrow remember,10
17155,,
17156,chaeaeaeange waowaowaowaow,3
17157,sure receive severe wedgie bus mates remind school minutes ago,26
17158,whoooa,1
17159,uh oh better fasten seatbelts little dudes,8
17160,seatbelts,4
17161,huh try limp,8
17162,better shortcut,4
17163,,
17164,,
17165,,
17166,good night,4
17167,yeah good,3
17168,,
17169,,
17170,good lord license number,8
17171,,
17172,,
17173,oh miracle hurt,8
17174,stand record crashes single fatality,12
17175,let license pal,5
17176,got need proof identity wrote underwear,21
17177,oh wait,5
17208,,
17178,tears license wear underwear mister suspended pay,20
17179,gon na drive bus,5
17180,drove terrain vehicle da nang think handle,14
17181,,
17182,otto,2
17183,otto palindrome wo hearing awhile,10
17184,,
17185,,3
17186,hail bus driver bus driver bus driver hail bus driver bus driver man,17
17187,drinks cusses stinks busses hail bus driver bus driver man ha ha,19
17188,dum de dum opening late nope nope cutting little close,17
17189,think aggressive sir,9
17190,nonsense good citizens slow wave,13
17191,,
17192,,
17193,funny,3
17194,thinking time homer got nose caught toaster,15
17195,watch tape tonight oh look got window,13
17196,dododo,4
17197,patty testing good use green pen bad use red pen questions,27
17198,yeah chick mean want offend born man tell open minded,30
17199,wo needing,5
17200,,
17201,right yeah,7
17202,failed segment misspelled bus application,11
17203,drag,1
17204,,
17205,let let,6
17206,steps clutch toilet goes flush hail,13
17209,hey landlord clown changed locks padlocked door eviction notice,16
17210,yeah,4
17211,,4
17212,paid rent,6
17213,stuff,8
17214,found jar mustard couple old cycle magazines,17
17215,wow mustard,4
17216,,
17217,rough day apu pump squishee spare syrup,12
17218,like try experimental flavor concoction delicious chutney squishee,15
17219,uh okay,2
17220,taste chutney,6
17221,uggh,1
17222,ow,1
17223,otto man,1
17224,living dumpster,5
17225,oh man wish dumpster brand trash bins line trash co waste disposal unit,21
17226,otto come home stay garage,14
17227,garage oh somebody likes,8
17228,,
17229,,
17230,,
17231,feel like rockin think rock rock rock til fill yeah,22
17232,ooh hey,2
17233,bart going,4
17234,mom thought forget little conversation afternoon took precaution recording,19
17235,conversation,2
17236,mom otto live garage long wants sure,16
17237,marge thinking,5
17238,voice,4
17239,oh everybody says hear tape,10
17240,,
17241,understand stay parents,11
17242,admiral let stay got,18
17243,forget line work dad gon na work,16
17244,dad otto going real tough time stay awhile,15
17245,know ask homer bible whatsoever brothers unto,27
17246,yes bible thou shalt moochers thy hut,15
17247,dad let otto stay help house chip bucks,21
17248,right stay treat like garbage,13
17249,wow catch,4
17250,,
17251,corn costs seven cents,7
17252,sure corn,9
17253,otto sit watching tv day,10
17254,know right little reading got waldo books,18
17255,,1
17256,written vampire point view,10
17257,,1
17258,guys send naked pictures chicks,13
17259,otto think job,8
17260,look thing good driving bus man says need piece paper,27
17261,piece paper,6
17262,tried oh lord try,9
17263,,
17264,knock hear think,10
17266,better hey come play guitar anymore,11
17267,tell truth dad good right away quit hope mad,21
17297,otto coolest adult met,12
17334,uh huh,1
17268,son come heh heh heh course mad hard worth stick guitar closet short wave radio karate outfit unicycle inside watch tv,48
17269,,2
17270,matter,3
17271,,
17272,open open got ta fooling,10
17273,hey pop supposed giggle,7
17274,,
17275,,
17276,,
17277,guy got ta,5
17278,know feel good kids,12
17279,lady drove faster strange car kept banging,15
17280,,
17281,finally swerves road woods lost car realized man car trying hurt trying warn ax wielding maniac hiding seat,47
17282,maniac kill,5
17283,natch know know,7
17284,,1
17285,maniac,5
17286,hey hey kidding,6
17287,outta,5
17288,homer family got,8
17289,care happy days fonz,14
17290,heyyy mr s,3
17291,listen drain clogging cookie eating collect getting sponge want house,16
17292,heavy,1
17293,going otto,7
17294,oh worry plenty money guy knows fake death,20
17295,maybe driving test,13
17296,oh pass thing got zero time time hung,17
17298,wow called adult tried,17
17299,,
17300,alcohol increases ability drive false oh man,9
17301,,
17302,know bart dude dad right bum,15
17303,bum called sponge,11
17304,sponge,1
17305,look like sponge sponge,15
17306,wee willy washout,7
17307,want test,7
17308,,1
17309,staple license homer simpson big bald head,12
17310,written test,6
17311,started b c d,9
17312,,
17313,homer piece food face days,12
17314,,
17315,little chicken wing,9
17316,wing,1
17317,,3
17318,matter let margaritas buyin,9
17319,,
17320,otto,1
17321,driver license says,6
17322,hail bus driver bus driver bus driver,9
17323,yes hail bus driver bus driver man,9
17324,,
17325,little,3
17326,,2
17327,,
17328,,
17329,,
17330,hey bart look dad took circus values night said wanted,23
17331,cool oversized novelty billiard ball,6
17332,yeah shake tells future,10
17335,pass english test,6
17336,outlook good wow work,8
17337,let try beat today signs point yes,14
17338,ball knows,4
17339,hey got good milhouse friends till toothless old men hair coming ears reading ball surprised count milhouse friends high school dropouts living uncle sucker looks doubtful milhouse friends end day,61
17340,come bestest buddies like,9
17341,,
17342,samantha suspicious transfer students principals try unload problem cases way lord knows,21
17343,good student principal skinner,6
17344,yeah sure told big parade got nam instead spat feel searing let permanent record shall,42
17345,hmm detention fairly good attendance record oh beat bed wetting problem second grade,20
17346,,3
17347,worry forget like forgot tiger cage eighteen agonizing months night wake screaming let meet classmates,29
17348,hey bart thing right test,9
17349,doubt power magic ball behold f,15
17350,attention class new student,9
17351,great student packing seymour,9
17352,think discuss later edna easy come new school let feel right home big elementary school hello samantha stinky,36
17353,stanky,1
17354,oh right embarrassing goodbye,8
17355,sure little scary dear,10
17356,uh huh,1
17357,stand class tell grading grammar poise,24
17358,moved phoenix dad owns home security company came springfield high crime rate lackluster police force friends phoenix town weird smell probably,51
17359,weeks dear,7
17360,hey milhouse like wet willie,8
17361,sure,1
17362,eew,1
17363,victim number hey lewis interest wet willie,13
17364,sure,1
17365,,
17366,find hit ball gon na tear new,16
17367,wuh,1
17368,class order explain hormones soon easy target smooth talking lothario car tight jeans short sex education film,36
17369,ezekiel ismail accordance parents wishes step hall pray souls,21
17372,,
17373,bo ring,1
17376,eew,1
17377,faking,3
17381,questions,2
17382,mrs krabappel come live mr krabappel,10
17383,mr krabappel chased small fluffy rabbit hole,12
17384,know fall love,9
17385,oh worry fall love marry fear dying,20
17386,creating half man half monkey type creature,11
17387,sorry playing god,7
17388,god shmod want monkey man,6
17389,,
17390,ah nice dress,5
17391,dad makes wear hate,9
17392,hate uh walk home,12
17393,okay,1
17394,,
17395,everybody shoving kiddin shove want,13
17396,hey wait otto man leave milhouse,10
17397,sorry bart dude time girlfriend dancing topless airport bar,18
17398,,
17399,hey bart,2
17400,milhouse pleasant surprise,5
17401,hi,1
17402,hey skirt,5
17403,brought friends treehouse,7
17404,yeah girl want strut nude,13
17405,maybe,4
17458,long stomach lot great memories,10
17459,,
17406,okay stay read comics let lady ah radioactive man swamp hag,24
17407,got girl comics like bonnie craine girl attorney punkin duncan twinkle twins kneesocks,17
17408,sister got wide selection crappy comics,11
17409,guys wanna gross,6
17410,,
17411,tonight smartline okay fat host kent brockman,14
17412,good evening know thirty million american adults obese taken excess blubber fill grand canyon fifths way sound impressive mind big canyon,42
17413,,
17414,sucks channel changer,7
17415,oh eh chance,7
17416,americans grown image jolly fat man dom deluise alfred hitchcock course santa claus real life santa suffering gallstones hypertension impotence diabetes,35
17417,wish invented fried cheese,8
17418,got widen hole,6
17419,snappy chain startin,9
17420,eighteen ounces sizzling ground beef soak rich creamery butter bacon ham fried egg good morning burger,34
17421,,
17422,got ta help,4
17423,,
17424,,
17425,okay milhouse trade carl yastrzemski baseball card omar vizquel,13
17426,deal trading block mickey mantle mint condition picture homer couch,22
17427,milhouse got ta,4
17428,dad thinks having braces examined,8
17429,kinda sorta,4
17460,,
17430,milhouse living age cooties believe risk running great kissing,21
17431,bart kissing lot waitin kiss know like open eskimo pie wait little bit melt,34
17432,melt,4
17433,oh yes,4
17434,start pure milk chocolate,6
17435,chocolate,1
17436,add layer farm fresh honey,6
17437,ooh sweet,2
17438,sprinkle kinds sugar,8
17439,dip rich creamery butter,7
17440,dad told lose weight dieting lifting finger,16
17441,lying scumbag sweetie,8
17442,according eternity magazine lose weight subliminal learning idea subtly implanted head knowing,26
17443,oh lisa load rich creamery butter,9
17444,send tapes listen sleep hear new age music powerful message goes brain telling eat,27
17445,lose weight listen new age music wow think marge,13
17446,oh homer love way lisa number,14
17447,,
17448,operator like place order husband,10
17449,like lose weight stop smoking learn state capitals master hostage negotiations,15
17450,hmmm hostage negotiations,3
17451,listen tabouli ignoring demands,14
17452,better weight loss tape,7
17453,,
17454,subliminally slim,5
17455,eh send vocabulary builder,7
17456,fatso,4
17457,,
17462,hello doctor marvin monroe let build vocabulary abattoir slaughterhouse cow slaughtered abattoir,20
17463,,
17464,homer weight loss tape reduced appetite,8
17465,lamentably gastronomic rapacity knows satiety,8
17466,usually play milhouse school,8
17467,girlfriend,4
17468,milhouse,1
17469,yeah kiss,6
17470,cute open mouths,9
17471,,1
17472,cute,2
17473,,
17474,,
17475,hey martin,2
17476,bart time sat successfully lobbied school day extended minutes,26
17477,listen martin right looking friend wo leave girl,16
17478,unpopular ladies chaps,15
17479,yeah right want school,11
17480,date bart like announce friends,15
17481,,
17482,bart care listen play lute,12
17483,uh sure,2
17484,come home bonnie warrior nets fish,14
17485,,
17486,know tape working ate desserts tonight,13
17487,forbearance watchword triumvirate twinkies merely overwhelmed resolve,12
17488,thing wanting talk,11
17489,tut tut gentle marge boudoir gourmand metamorphasizes voluptuary,15
17490,god talking,8
17491,oh,1
17492,,
17494,hey guys,2
17495,wow took mind awful transforming space mutants,12
17496,good,1
17497,man sure snack,8
17498,,2
17499,,
17500,hey got idea spit principal car,17
17501,listen bart thing spendin time,12
17502,oh fine tired watching lip wrestle plenty ways grossed town,22
17503,bart wait,2
17504,yeah,1
17505,uh use tree house,8
17506,bent,3
17507,father catches kill,9
17508,right milhouse use tree house,9
17509,thanks bart,2
17510,samantha milhouse sitting tree lose pri va cy,12
17511,,
17512,machiavellian countenance,5
17513,ooh sextet ale,4
17514,hello mr stanky shocking news daughter samantha let concerned prude lot time hands,30
17515,,
17516,bet peanut butter breakfast,8
17517,yeah,1
17518,samantha,1
17519,dad,1
17520,nooooooooooo,1
17521,samantha little girl imagination runs away tell happened,19
17522,milhouse,5
17523,putting girls school going boy,18
17524,milhouse,1
17525,samantha,1
17526,milhouse tis better loved lost yada yada yada let arcade,17
17583,nah,1
17527,happen started like romeo juliet ended tragedy,17
17528,,
17529,haruspicy predicting future study animal entrails,10
17530,dad dad know today,8
17531,vernal equinox,3
17532,weeks got subliminal weight loss tape let scale,18
17533,gained thirteen pounds,4
17534,disingenuous mountebanks subliminal chicanery pox,10
17535,,
17536,stands broken man,5
17537,recess heart,7
17538,,
17539,hey bart according magazine million years man extra finger,16
17540,fingers ew freak listen lis need advice mom,15
17541,dad,6
17542,understand hell saying lisa feel terrible ratted best friend know,30
17543,according eternity magazine feeling guilt linked neutrotransmitter gammaphenamine dow chemical developing minty gel eliminate excess guilt unfortunately wo market months guess gon na bite bullet confess milhouse,54
17544,,
17545,bart glad milhouse use friend like,12
17546,yeah,1
17547,,
17548,milhouse,1
17549,bart want cry,9
17550,oh come seen cry million times cry scrape knee cry chocolate milk cry long division remainder left,39
17551,want cry time,11
17584,,
17552,listen milhouse got confession narked kissing,16
17553,,1
17554,milhouse bed beans,9
17555,whoa miracle,4
17556,boy bet ball comin,10
17557,yeah,1
17558,,
17559,marge metal dealie use dig food,10
17560,mean spoon,4
17561,yuh yuh yuh,3
17562,yeah good,3
17563,,
17564,sure want,8
17565,stop thinking gates remind braces,14
17566,going find,7
17567,said wearing plaid jumper,8
17568,milhouse,1
17569,samantha went circus values buy gallon tub gummy bears,17
17570,hey samantha sorry gettin thrown penguin house,12
17571,right bart love saint sebastian run group french canadian nuns nice let,26
17572,dominique nique nique etc,6
17573,samantha ne pas de boys,5
17574,milhouse,6
17575,better rosaries kiss,8
17576,oh okay,2
17577,oh heck,4
17578,bart think find like,10
17579,asking wrong guy milhouse look alike let whip donuts old people,20
17580,,
17581,forgot physical today huh,7
17582,yeah hey homer borrow underwear,8
17586,right man body fat,10
17587,hey eating tank,6
17588,hell,3
17589,,
17590,day work dear,7
17591,oh usual stand open pull bend spread apart turn head way cough,24
17592,,
17593,sir afraid homer simpson sterile,7
17594,,1
17595,cabbage heads sector look sperm sample recent physical,19
17596,ewww,1
17597,compare normal sperm sample,8
17598,hm oh yes,3
17599,afraid radiation plant reason shooting blanks sue millions,18
17600,mother pearl lawyers,6
17601,,
17602,,
17603,begin let thing clear want legal advice pay vipers live personal injury live divorces live pain misery rambling anybody want coffee,49
17604,coffee,4
17605,want black black like heart hard listen hate sorry problem deal continue,35
17606,offer mr simpson token sum couple thou dazzled sign shove nose,26
17607,oh brilliant cash settlement figured button maggot,14
17608,cream,5
17609,oh yes course manners,8
17610,,
17611,yeah rich owned mickey mouse massage parlors disney sleezeballs shut said look change logo mickey pants guys reason,38
17612,successful car company strategy givin japanese names guys drive tempura hatchback,23
17613,yeah life sweet found long lost brother,15
17614,,
17615,homer,1
17616,herb,1
17617,let design car break company,13
17618,,
17619,presenting homer,3
17620,ruined,2
17621,forbes magazine called blunder century little overblown think new coke,19
17622,hey invented,4
17623,yeah past america america finished long got brain head man needs idea,36
17624,lit,3
17625,,2
17626,,
17627,event living room olympics controversial couch vault stain master carpets proud sponsor living room olympics,28
17628,hell,6
17629,oh couch arms seat dream right,16
17630,sitting couch quietly chatting heard creaking noise,15
17631,leapt time collapse,10
17632,safe little sister,7
17633,happen primetime tv brightest stars come shine,18
17634,oh goodbye old girl lot great memories,11
17635,right shot,5
17636,,
17637,huge gaps western states hands america complete success,15
17638,hands america,3
17639,thought dancing berlin wall lithe lively lovers liberation,20
17640,boring,1
17641,sorry ruined date sergeant carter,7
17642,pyle,1
17643,friend going came curb flanders house,16
17644,,
17645,let need idea idea idea matter hundreds ideas,20
17646,want changed diaper hungry cold want home,21
17647,lady gave idea lifetime thank,15
17648,hurt,4
17649,consider,3
17650,,
17651,hey pal heard couch,7
17652,yeah gon na okay,6
17653,yeah know life worse,10
17654,right way life possibly worse,12
17655,simpson report mr burns office,8
17656,,
17657,,
17658,lazy sperm,8
17659,hmmm hmmm,2
17660,ah simpson big virile son gun like check thousand dollars,16
17661,,2
17662,sign form,9
17663,wait minute signing read somebody gives gist,19
17664,right explains won yes won annual uh montgomery burns uh award outstanding achievement th th field uh excellence,35
17665,kind trophy big award ceremony,12
17666,,
17667,annual montgomery award annual montgomery burns award singers singing outstanding achievement singers springfield civic center outstanding achievement achievement singers singing field singers springfield civic center field field singing excellence,true
17734,herb,1
17671,yess bonita de wolf springfield nuclear plant soft shoe society,14
17672,award biggest farce saw,9
17673,emmys,4
17674,stand corrected,3
17675,present award heavyweight champion smokin joe frazier,13
17676,,
17677,webster dictionary defines excellence quality condition excellent winner annual montgomery burns award outstanding achievement field excellence,31
17678,,5
17679,dad know won,5
17680,jinx,3
17681,winner homer simpson,4
17682,oh god woo hoo win,7
17683,,
17684,pickled eggs comin moe,6
17685,cleaned smokin joe matter homer cummerbund tight,13
17686,miss couch,4
17687,know feel lost couch lost heavyweight championship,14
17688,pfft heavyweight championship like couch kind,15
17689,homer know things tough day walking piece furniture love,28
17690,hey frazier shut,4
17691,barney riding night,8
17692,oh yeah care step outside,6
17693,let,3
17694,think gon na walk,7
17695,,
17696,right peanut,4
17697,,
17698,telling man needs idea got idea,15
17699,come bum,7
17700,right man needs things idea money ground hello,20
17701,local man homer simpson receives award check hmmm guys know freight goes springfield,20
17702,uh uh nope nope,6
17703,,
17704,,
17705,feel couchless,8
17706,wow spine melter,5
17707,,
17708,power,4
17709,sir,2
17710,dammit said power,5
17711,dad dad,2
17712,,3
17713,chair buy living room set,14
17714,marge spot inside tried fill family religion community service dead ends think chair answer,32
17715,money blessing spend creature comfort,14
17716,right wo chair excuse kiss sky,15
17717,,
17718,yes,1
17719,oh uh sorry wrong house,9
17720,ho ho wrong friend,7
17721,luck today tithe day got transient come friend let feed bathe,24
17722,hey wait minute,4
17723,dad anoint sores feet,9
17724,think mom turn son,6
17725,ah fair,3
17726,,
17727,thanks suit,4
17728,want spend night maude sleep card tables,17
17729,onward christian soldiers,3
17730,marching war etc,5
17731,,
17732,singing lousy neighbors wish deaf,9
17733,gon na guy ruined hand family conflicting emotions express,27
17735,unky herb,2
17736,bart lisa glad,8
17737,glad,7
17738,sorry homer mad word makes want punch face,23
17739,guest home kick butt,16
17740,try making promises,8
17741,herb,5
17742,living cardboard box sleeping grates eatin dumpsters,15
17743,complain,2
17744,herb let grand tour light switches functions mode,25
17745,,4
17746,homer knows work light switch,9
17747,oh yeah right know switch,10
17748,,
17749,,
17750,great marge,5
17751,got recipe utility grade beef counsel,10
17752,good work,4
17753,unky herb advice boy likely bum like,19
17754,discarded pizza boxes inexpensive source cheese,9
17755,lisa happy,7
17756,write unky herb,6
17757,hey wrote supposed dear lisa night rat pillow thanks pop,27
17758,point,4
17759,driving near far powell makes pow pow powerful car,11
17760,maggie gon na let little secret gon na rich yes oo yes oo,20
17761,ventnor avenue,5
17762,ventnor avenue staying fabulous hotel lisa valet shortly park thimble course unpleasant matter bill,33
17763,point,4
17764,bones,5
17765,got,4
17766,broke eh herb like real life guess businessman,18
17767,,
17768,maybe play game,6
17769,playin games got grand bank remember dad won annual montgomery burns award outstanding achievement field excellence,31
17770,think invest set great books western civilization look ad new republic kids month new classic delivered door paradise regained martin chuzzlewit herman melville twin classics omoo typee,48
17771,wait marge want spend money vibrating chair,13
17772,idea,4
17773,think machine gun use hunt game spell things ring new year,24
17774,think need replace washer dryer,12
17775,like spend thousand dollars broken man second chance,17
17776,nah,1
17777,homer wait herb talking,7
17778,come dining room want minute presentation change world,21
17779,minutes,2
17780,okay tell idea like,15
17781,drinking water,4
17782,easy homer example little idea carefully marketed,17
17783,greatest invention world million dollars,13
17784,homer invention example,14
17785,going,5
17786,,
17787,homer invention,5
17788,course blueprints use imagination,12
17816,maggie maggie,2
17789,baby translator measures pitch frequency urgency baby cries tells plain english exactly baby trying change turn damn raffi record,46
17790,clever idea,5
17791,need couple thousand dollars build prototype money thirty days swear,22
17792,think owe debt unky herb took home dad destroyed,19
17793,dad know shyster gon na bilk money brother,19
17794,right herb lend thousand bucks forgive treat like brother,22
17795,nope,1
17796,okay drinking bird,8
17797,let trying downstairs took nap,17
17798,want suck nose,6
17799,ooga booga ooga booga,4
17800,scared,2
17801,hmm amplitude sine wave insufficient burp saw tooth formation,20
17802,eureka,1
17803,bet wondering lies sheet,11
17804,peeked inside john,11
17805,oh baby translator,9
17806,whoooa,1
17807,marge humor,7
17808,pretty ingrained,4
17809,think homer,5
17810,herb stupidest thing seen believe blew thousand bucks right rollers kneading buttocks,28
17811,homer stop thinking ass,8
17812,try,5
17813,lavish attention entertain,7
17814,maggie talked,3
17815,tells exactly baby mind,11
17966,mind,2
17817,,4
17818,peek boo,1
17819,oh amusing,6
17820,homer think,7
17821,dunno herb people afraid new things taken existing product clock,24
17822,homer mother country going want,13
17823,soiled embarrassing,6
17824,gave herb money world treats like dug ear,24
17825,worry stay mad forever brother,13
17826,gon na act like,8
17827,,
17828,,
17829,radio controlled plane gives baby chance fly like son execute barrel roll loop de loop bring perfect landing,31
17830,whoop oh dear wife going kill,10
17831,,
17832,want eat candy,6
17833,,5
17834,leash demeans,5
17835,,3
17836,dozen,4
17837,represent precious baby discount stores,10
17838,rich usa usa usa,6
17839,,
17840,homer check thousand dollars wanted little believing lisa volume great books western civilization receive new month beowulf zero,48
17841,finally copy ethan frome,10
17842,bart know young machine gun wanted gon na sure old buy membership national rifle association,38
17843,wow nra armor piercing cyanide tipped bullets,12
17844,constitution son,5
17845,maggie brought fortune want world,15
17846,want dog eating,6
17847,,
17848,nice marge,7
17849,herb appreciate generosity need gift,13
17850,late marge got new washer dryer sold old ones bucks,21
17851,,
17852,come washer,3
17853,oh stupid dryer,4
17854,,
17855,herb think vibrating chair bag,13
17856,homer walk car,6
17857,punch face want,25
17858,homer forgive brother,20
17859,,2
17860,,2
17861,point brother,5
17862,gimme hug brother,4
17863,right hugged man,10
17864,homer bought damn chair,7
17865,outta,6
17866,,
17867,,
17868,children day school,8
17869,grades,4
17870,oh mrs krabappel c average dad wo let kamp krusty,20
17871,fair children right,11
17872,obliged doll,3
17873,oh bart simpson gon na miss,7
17874,attention principal skinner trust remembered bring implements destruction,18
17875,let trash dump,5
17876,,
17877,somebody torch permanent records quickly,10
17878,la la la la la la la la la la la la la la la la la la,4
17879,,
17880,wake boy,3
17881,oh dreamt day school,10
17882,,3
17883,oh know beautiful dream,11
17884,know pinch traditional,7
17885,homie remember promise children,9
17886,sure eighteen door,9
17887,dad promised bart got c averages kamp krusty false modesty looking happy camper,28
17888,yeah remember report card got new grading system year goes d b,23
17889,listen boy understanding better end think kind father got d let kamp krusty,37
17890,dad,2
17891,son want life work quiet announce lottery numbers,24
17892,,1
17893,,
17894,,1
17895,,
17896,,1
17897,,
17898,,1
17899,woo hoo,1
17900,,1
17901,,
17902,,
17903,attention students clear lockers waste baskets provided,12
17904,,1
17905,let got,7
17906,ah gym shorts,4
17907,,
17967,bart bathing suit,5
17968,gon na swim nekkid,4
17908,final report cards left minds let quietly run clock,27
17909,arithmetic,2
17910,social studies,3
17911,conduct,2
17912,english,2
17913,art,2
17914,,2
17915,gotten b,6
17916,happened feel dirty uh uh uh dirt coming okay calm little typo,26
17917,oh miss hoover appears mistake report card gave conduct,20
17918,lisa needs blotch permanent record,10
17919,making clear think reconsider,11
17920,lisa hurting,4
17921,,
17922,mrs krabappel figuring final grades hope note textbooks returned excellent condition cases original wrappings,31
17923,duly noted,2
17924,like add gaze beauty seen angel fly low,19
17925,forget short pants,4
17926,mrs krabappel c average kamp krusty,17
17927,summer,4
17928,,1
17929,,1
17930,,1
17931,,1
17932,open mouth,4
17933,,1
17934,,
17935,,
17936,wait minute learn world war ended,11
17937,won,2
17938,,
17969,,2
17939,hmmm seen unfettered hurly burly fall saigon william school year gone,19
17940,job sir,9
17941,work sure toilets good scrubbing want old girls sparkling,24
17942,aye sir,2
17943,ya silk wearing buttercup,3
17944,,
17945,right months spaghetti o daytime tv,10
17946,bart joining bucolic splendor kamp krusty,14
17947,bet check hand aces,8
17948,oh bart forge plausible grades,11
17949,,
17950,,
17951,hi kids week left sign bestest summer kamp krusty,17
17952,kamp krusty built actual indian burial ground got archery wallet making megillah fat kids exclusive program diet ridicule results,33
17953,best come kamp krusty spend summer honest injun,19
17954,goes,4
17955,stupid roller skate,2
17956,dad report card think pleasantly surprised,12
17957,think boy,10
17958,sir,2
17959,know d turns b easily got greedy,14
17960,wo camp,8
17961,bart deal thought help good grades pay mistake,27
17962,mean,5
17963,yeah want hangin summer,10
17964,oh dad best father boy,11
17965,thanks son got little hands reach mower pull skate,18
17970,ah sure couple uptight counselors wo dig bart philosophy feel human body thing beauty,26
17971,marge crazy getting hairier,10
17972,,
17973,camp need boosters malaria german measles encephalitis hansen disease,15
17974,oh afraid advanced case hypochondria known cure wowwy pop,21
17975,patronize doctor,4
17976,,
17977,family dinner weeks promised cry,15
17978,oh going miss,6
17979,hey hands pickle,5
17980,boy,8
17981,,2
17982,oh yeah,2
17983,check mate,2
17984,thinking moves ahead,5
17985,,
17986,image enhancement camp,11
17987,spare euphemisms fat camp daddy chubby little secret,12
17988,promised scene,7
17989,good bye special little guy lisa watch poison ivy remember leaves let,18
17990,leaves eat,6
17991,write day,5
17992,look closet fact stay room,14
17993,pets die replace know,9
17994,,
17995,,
17996,hi kids welcome kamp krusty,6
17997,weeks turned things bestest buddy wide world mr black want treat mr black respect mr black,44
18028,louder faster,2
18090,funny ha ha funny,7
17998,thank krusty welcome children mr black head counselor past years president euro krustyland blew questions uh,41
17999,uncle blackie,6
18000,question,3
18001,krusty,7
18002,ah eventually meantime counselors dolph jimbo kearney happy handle problems,25
18003,looks like got troublemaker,7
18004,,
18005,shower homie finished,10
18006,oh,4
18007,ohhh,1
18008,,1
18009,whoa,1
18010,,
18011,cabin like,8
18012,,
18013,little rustic expected,9
18014,worried lis know,10
18015,krusty brand seal approval find products meet high personal standards krusty clown,23
18016,,
18017,aaaahhhh,1
18018,whoops warned clock gets incredibly hot leave plugged,17
18019,okay eh stuff fine wimbledon,13
18020,,
18021,roast marshmallows,6
18022,shut eat pine cone,7
18023,sure safe,5
18024,ai getting safer,6
18025,right balls pan drippings want crisco coming pores leaving christmas ham gives pull,28
18026,,
18027,hail thee kamp krus ty shores big snake lake swings rus ty know break,22
18029,gleaming mess hall hollow baseball field spic span infirmary wounds healed hail thee camp krusty mt avalanche,28
18030,love kamp krusty registered trademark krusty corporation,13
18031,,
18032,serving gruel,4
18033,krusty brand imitation gruel orphans tell difference,17
18034,,
18035,yo mr black brandy,5
18036,evil,2
18037,,
18038,marge kids left lost pounds,9
18039,oh wonderful,3
18040,look new hair,4
18041,close having comb,7
18042,,
18043,lights losers,3
18044,yeah meetin tail lake,12
18045,feel like gon na die bart,7
18046,gon na die lis,5
18047,meant soon,3
18048,,3
18049,,
18050,mmmm strawberries ah good hey lendl choke choke yeah,10
18051,point game becker harlequin row voice,18
18052,sorry folks sorry majesty,5
18053,,
18054,dear kids hope letter finds great father best shape,24
18055,size right agility,3
18056,,
18057,miss terribly hope jelly bean cookies tide home,18
18058,hey simpson tell mom cookies sucked,8
